Project Name,Funding ($M),Tasks Required,"Free to Join(Yes=1, No=0)","VC Backing(Yes=1, No=0)",Airdrop Longevity (Days),Token Utility,Team Size,"GitHub Activity(Low=0, Medium=1, High=2)",Twitter Followers,Community Size,"Market Condition(Bull=1, Bear= -1, Neutral=0)",Blockchain,Sector,Initial Value ($),Peak Value ($),Average value($),Success Score (0-10)
Covalent,-0.06209629287984467,Unknown,1,1,-0.2559870639605653,"Governance, Data",0.050330857589757354,2,-0.20226672570284063,-0.22790804678189103,1,Ethereum,Data,-0.12322074482201158,-0.08486205873204065,-0.09355857194200415,7.0
Tellor,-0.20512756195784737,Mining,1,1,-0.2559870639605653,"Governance, Oracle",-0.23217137533339682,1,-0.37587552725320755,-0.3557378481842572,-1,Ethereum,Oracle,-0.12485913947964246,-0.01484189053713632,-0.02437711185567367,8.2
Genopets,-0.17487094734519296,Move-to-Earn,0,1,-0.2559870639605653,"Governance, Gaming",0.050330857589757354,1,0.00027687610592082063,-0.03616334467834182,-1,Solana,Move-to-Earn,-0.11502877153385709,-0.08180997353353234,-0.08990200522743552,7.2
Stepn,-0.1878380678934734,Move-to-Earn,0,1,-0.2559870639605653,"Governance, Utility",0.050330857589757354,2,1.3312776879920674,1.3060495700465027,-1,Solana,Move-to-Earn,-0.1263462977073382,-0.0845538870226767,-0.09349599967736982,9.1
LayerZero,0.4723062509280775,Unknown,1,1,-0.2559870639605653,"Governance, Bridge",0.050330857589757354,2,0.0870812768811043,0.02775155602284125,0,Multi-chain,Infrastructure,-0.12296868410545297,-0.08388420619271274,-0.09257110339074363,8.0
Mantle,0.5784008735958268,Unknown,1,1,-0.2559870639605653,"Governance, Layer 2",0.2386656795385268,2,0.0870812768811043,0.02775155602284125,1,Ethereum,Layer 2,-0.12511120019620106,-0.08517813228010623,-0.0940180870104125,6.5
Rarible,-0.2004122453948363,NFT,1,1,-0.2559870639605653,"Governance, NFT",-0.1380039643590121,1,0.00027687610592082063,-0.03616334467834182,1,Ethereum,NFT,-0.12485913947964246,-0.07864923805287648,-0.08753599147094994,8.6
Mirror Protocol,-0.17801449172053366,Unknown,1,1,-0.2559870639605653,"Governance, Synthetics",-0.23217137533339682,1,-0.2890711264780241,-0.2918229474830741,1,Terra,DeFi,-0.12352321768188189,-0.08275226779870286,-0.09149368720907128,5.0
Ribbon Finance,-0.17408506125135778,Protocol Usage,1,1,2.1630453562759926,"Governance, Fee Sharing",-0.28867182191802765,1,-0.2890711264780241,-0.2918229474830741,1,Ethereum,DeFi,-0.12516161233951278,-0.08482452499820786,-0.09367198417165387,8.3
Farcaster,-0.08960230616407595,Social,1,1,-0.2559870639605653,"Governance, Social",-0.04383655338462737,2,0.17388567765628776,0.1555813574252074,1,Ethereum,Social,-0.11754937869944308,-0.08382494240245045,-0.09209203448963706,7.8
Opyn,-0.19294632750340207,Unknown,1,1,-0.2559870639605653,"Governance, Options",-0.23217137533339682,1,-0.37587552725320755,-0.3876952985348487,1,Ethereum,DeFi,-0.1263462977073382,-0.08535987457024395,-0.09429379605145752,6.0
Bifrost,-0.1988404732071659,Staking,0,1,-0.2559870639605653,"Governance, DeFi",-0.23217137533339682,1,-0.37587552725320755,-0.3557378481842572,1,Polkadot,DeFi,-0.12473310912136318,-0.0849509544174341,-0.09376388718533554,6.7
Efinity,-0.13321898437192844,Staking,0,1,-0.2559870639605653,"Governance, NFT",-0.1380039643590121,1,-0.20226672570284063,-0.22790804678189103,-1,Polkadot,NFT,-0.12586738234587685,-0.08527690526387674,-0.09417451767199833,5.6
Cosmos,-0.14068490226336264,Staking,1,1,-0.2559870639605653,"Governance, Staking",0.050330857589757354,2,0.17388567765628776,0.1555813574252074,-1,Cosmos,Layer 1,-0.10872725361989209,-0.07653549620018787,-0.08419228607955297,8.0
Stargaze,-0.2074852202393529,Staking,1,0,-0.2559870639605653,"Governance, NFT",-0.3263387863077815,1,-0.37587552725320755,-0.3557378481842572,-1,Cosmos,NFT,-0.12632109163568234,-0.08534802181219149,-0.09428010836856876,6.2
Sorare,2.464527498800258,Unknown,1,1,-0.2559870639605653,"Governance, Sports",0.6153353234360657,2,0.28962487868986575,0.3473260595287566,-1,Ethereum,Sports,-0.11376846795106409,-0.08368666022517175,-0.09166185017027603,7.5
Galxe,-0.17604977648594572,Tasks,1,1,2.1630453562759926,"Governance, Utility",-0.04383655338462737,1,0.17388567765628776,0.3473260595287566,-1,Ethereum,Web3,-0.12006998586502908,-0.08460327351456196,-0.0930579938249295,6.9
Base,0.9713439205134167,Testnet,1,1,-0.2559870639605653,"Governance, Layer 2",0.6153353234360657,2,0.3764292794650492,0.3473260595287566,1,Ethereum,Layer 2,-0.12334677518029086,-0.0848719360304177,-0.09357812577470238,7.0
TrueFi,-0.15836733937465416,Unknown,1,1,-0.2559870639605653,"Governance, Lending",-0.1380039643590121,1,-0.20226672570284063,-0.22790804678189103,1,Ethereum,DeFi,-0.12614464913409132,-0.08519788687686033,-0.09411781155717347,7.0
Wormhole,0.6766366353252242,Unknown,1,1,-0.2559870639605653,"Governance, Bridge",0.2386656795385268,2,0.00027687610592082063,-0.03616334467834182,-1,Multi-chain,Infrastructure,-0.11754937869944308,-0.08393359268459799,-0.0921995805694773,7.8
Raydium,-0.19962635930100112,Trading,1,1,0.585415516991281,"Governance, Staking",-0.23217137533339682,1,-0.20226672570284063,-0.16399314608070797,1,Solana,DeFi,-0.1062066464543061,-0.08218531087186022,-0.08958914390426387,8.9
Trader Joe,-0.1878380678934734,Trading,1,1,0.585415516991281,"Governance, Fee Sharing",-0.23217137533339682,1,-0.20226672570284063,-0.16399314608070797,1,Avalanche,DeFi,-0.12569093984428584,-0.08449659869208982,-0.09338845359752956,9.0
Arbitrum,0.2640464360617549,Unknown,1,1,-0.2559870639605653,Governance,0.33283309051291154,2,1.1721362865708977,1.1782197686441365,0,Ethereum,Layer 2,-0.12322074482201158,-0.08499441453029312,-0.09368958262108228,6.8
Unstoppable Domains,0.04792776025708048,Domain,1,1,-0.2559870639605653,"Governance, Domain",0.2386656795385268,2,-0.11546232492765715,-0.1000782453795249,-1,Polygon,Domain,-0.12506078805288934,-0.08511886848984394,-0.09395551474577818,6.5
Polygon,-0.18548040961196788,Unknown,0,1,-0.2559870639605653,"Governance, Layer 2",0.42700050148729624,2,0.5789728812738106,0.5390707616323058,-1,Ethereum,Layer 2,-0.12636487458214857,-0.08478896672405048,-0.09373013140394859,9.3
My Neighbor Alice,-0.18548040961196788,Gaming,0,1,-0.2559870639605653,"Governance, Gaming",0.050330857589757354,1,0.17388567765628776,0.1555813574252074,1,Ethereum,Gaming,-0.12279224160386194,-0.07728024449781741,-0.08602056943683727,8.5
Wilder World,-0.1956969288318252,Metaverse,0,1,2.1630453562759926,"Governance, Metaverse",0.14449826856414208,2,0.17388567765628776,0.1555813574252074,1,Ethereum,Metaverse,-0.12599341270415618,-0.08359183816075208,-0.0925163526591886,8.3
Sweatcoin,-0.15640262414006623,Move-to-Earn,1,1,-0.2559870639605653,"Governance, Utility",0.2386656795385268,1,1.8231692923847738,1.9451985770583333,-1,Near,Move-to-Earn,-0.12624547342071477,-0.08534802181219149,-0.0942742422187593,6.2
Ontology,-0.2074852202393529,NEO Holders,1,1,-0.2559870639605653,"Governance, Layer 1",0.2386656795385268,1,0.17388567765628776,0.1555813574252074,-1,Ontology,Layer 1,-0.12586738234587685,-0.0831572370321619,-0.09207639142347847,3.5
Blur,-0.16426148507841803,Trading,1,1,-0.2559870639605653,"Governance, Fee Reduction",-0.23217137533339682,1,0.23175527817307676,0.1555813574252074,0,Ethereum,NFT,-0.12511120019620106,-0.08509713843341443,-0.09393791629634977,7.2
The Sandbox,0.15795181339400563,Unknown,1,1,-0.2559870639605653,"Governance, Metaverse",0.9920049673336045,2,0.4632336802402327,0.3473260595287566,1,Ethereum,Metaverse,-0.12624547342071477,-0.08370641482192585,-0.09264931872153655,9.3
Arweave,-0.17329917515752258,Unknown,0,1,-0.2559870639605653,"Utility, Storage",-0.04383655338462737,2,-0.11546232492765715,-0.1000782453795249,-1,Arweave,Storage,-0.12450625447646042,-0.06773679880591212,-0.0767070789226713,8.9
Ankr,-0.1340048704657636,Unknown,0,1,-0.2559870639605653,"Utility, Cloud",0.050330857589757354,2,-0.11546232492765715,-0.1000782453795249,-1,Ethereum,Cloud,-0.12635385952883496,-0.08532431629608657,-0.09425918576758166,7.5
Stargate Finance,-0.10924945850995545,Bridge Usage,1,1,-0.2559870639605653,"Governance, Bridge",-0.1380039643590121,1,-0.11546232492765715,-0.1000782453795249,-1,Multi-chain,DeFi,-0.1249599637662659,-0.08453610788559801,-0.09337085514810116,7.2
IoTeX,-0.15247319367089032,Unknown,0,1,-0.2559870639605653,"Utility, IoT",0.050330857589757354,2,-0.11546232492765715,-0.1000782453795249,-1,IoTeX,IoT,-0.12635385952883496,-0.08531443899770952,-0.09424940885123255,7.2
Metis,0.18545782667823693,Unknown,0,1,2.1630453562759926,"Governance, Layer 2",0.050330857589757354,2,-0.20226672570284063,-0.22790804678189103,1,Ethereum,Layer 2,0.06267403363995568,-0.02155845343353002,-0.016477363445589584,7.5
Gitcoin,-0.16308265593766527,Contributions,1,1,-0.2559870639605653,Governance,-0.04383655338462737,2,0.17388567765628776,0.1555813574252074,1,Ethereum,Web3,-0.11628907511665008,-0.0820430777752307,-0.09023050961676575,8.0
Ocean Protocol,-0.09746116710242775,Unknown,0,1,-0.2559870639605653,"Utility, Data",0.050330857589757354,2,-0.11546232492765715,-0.1000782453795249,-1,Ethereum,Data,-0.1262958855640265,-0.08498256177224066,-0.09391640708038172,7.8
Oraichain,-0.19844753016024835,Unknown,0,1,2.1630453562759926,"Governance, Oracle",-0.1380039643590121,1,-0.3469407269948131,-0.3557378481842572,1,Cosmos,Oracle,-0.11754937869944308,-0.07548850257222062,-0.08384031709098486,7.1
SingularityNET,-0.06602572334902057,Unknown,0,1,-0.2559870639605653,"Utility, AI",0.2386656795385268,2,-0.11546232492765715,-0.1000782453795249,1,Ethereum,AI,-0.12611944306243547,-0.08499836544964393,-0.09391836246365155,7.9
Star Atlas,-0.12889661085583493,Unknown,0,1,-0.2559870639605653,"Governance, Gaming",0.803670145384835,2,0.28962487868986575,0.3473260595287566,1,Solana,Gaming,-0.12636802534110556,-0.08532234083641116,-0.09425832930970947,7.5
Storj,-0.08960230616407595,Unknown,0,1,-0.2559870639605653,"Utility, Storage",0.050330857589757354,2,-0.20226672570284063,-0.22790804678189103,-1,Ethereum,Storage,-0.12624547342071477,-0.08459339621618489,-0.09352728580968699,7.5
Voyager,0.02828060791120099,Unknown,0,1,-0.2559870639605653,Exchange,1.7453442551286824,1,0.17388567765628776,0.1555813574252074,-1,Ethereum,Exchange,-0.12596820663250033,-0.08392766630557177,-0.09284681243178865,1.2
Voyager Token,0.02828060791120099,Unknown,0,1,-0.2559870639605653,"Utility, Exchange",1.7453442551286824,1,0.17388567765628776,0.1555813574252074,-1,Ethereum,Exchange,-0.12596820663250033,-0.08392766630557177,-0.09284681243178865,1.2
Alien Worlds,-0.19962635930100112,Gaming,1,1,-0.2559870639605653,"Governance, Gaming",-0.1380039643590121,1,0.3764292794650492,0.3473260595287566,1,WAX,Gaming,-0.12425419375990182,-0.08395137182167668,-0.09273731096867857,7.8
API3,-0.1956969288318252,Unknown,1,1,-0.2559870639605653,"Utility, Oracle",-0.1380039643590121,1,-0.20226672570284063,-0.22790804678189103,1,Ethereum,Oracle,-0.12561532162931827,-0.08332910202392256,-0.09222695593525482,7.9
Yield Guild Games,-0.15836733937465416,Gaming,1,1,-0.2559870639605653,"Governance, Gaming",0.050330857589757354,2,0.0870812768811043,0.02775155602284125,1,Ethereum,Gaming,-0.12511120019620106,-0.08320464806437174,-0.09206465912385954,8.7
Axelar,-0.10924945850995545,Unknown,1,1,-0.2559870639605653,"Governance, Bridge",-0.04383655338462737,2,-0.11546232492765715,-0.1000782453795249,-1,Cosmos,Infrastructure,-0.12599341270415618,-0.0851899850381587,-0.09409825772447523,7.5
Dopex,-0.1878380678934734,Unknown,1,1,-0.2559870639605653,"Governance, Options",-0.3263387863077815,1,-0.3469407269948131,-0.3557378481842572,1,Arbitrum,DeFi,0.503780287617505,0.32948073088681135,0.36521345082381995,7.8
Goldfinch,-0.10924945850995545,Unknown,1,1,-0.2559870639605653,"Governance, Lending",-0.04383655338462737,1,-0.2890711264780241,-0.2918229474830741,-1,Ethereum,DeFi,-0.1138188800943758,-0.0803066487205454,-0.08832010016214889,7.2
Harvest Finance,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,"Governance, Yield",-0.3263387863077815,1,-0.2890711264780241,-0.2918229474830741,1,Ethereum,DeFi,0.07527706946788566,0.39368317033763345,0.39552189150607325,7.2
Hyperlane,-0.1347907565595988,Unknown,1,1,-0.2559870639605653,"Governance, Bridge",-0.1380039643590121,2,-0.2890711264780241,-0.2918229474830741,0,Multi-chain,Infrastructure,-0.12422898768824597,-0.08502009550607344,-0.09379321793438287,6.5
Liquity,-0.19805458711333077,Unknown,1,1,-0.2559870639605653,"Governance, Stablecoin",-0.3263387863077815,2,-0.2890711264780241,-0.2918229474830741,1,Ethereum,DeFi,-0.08604178912961812,-0.06067255500664628,-0.06673071348003541,7.8
Bored Ape Yacht Club,1.5607584908898013,NFT,1,1,-0.2559870639605653,"Governance, NFT",0.050330857589757354,2,1.244473287216884,1.3060495700465027,-1,Ethereum,NFT,-0.1049463428715131,-0.08009132361592572,-0.08741866847476058,8.8
Maple Finance,-0.16426148507841803,Unknown,1,1,-0.2559870639605653,"Governance, Lending",-0.23217137533339682,1,-0.2890711264780241,-0.2918229474830741,1,Ethereum,DeFi,-0.08929337237322406,-0.07476153341166977,-0.08092875140221872,7.3
RMRK,-0.1839086374242975,NFT,1,1,-0.2559870639605653,"Governance, NFT",-0.23217137533339682,2,-0.2890711264780241,-0.2918229474830741,1,Kusama,NFT,-0.1104916786358023,-0.07568604853976162,-0.08348834810241676,8.1
SuperRare,-0.17212034601676982,NFT,1,1,-0.2559870639605653,"Governance, NFT",-0.04383655338462737,1,-0.11546232492765715,-0.1000782453795249,1,Ethereum,NFT,-0.12412816340162253,-0.08472772747411278,-0.09349599967736982,7.4
Pocket Network,-0.17015563078218188,Node,1,1,-0.2559870639605653,"Utility, Infrastructure",-0.1380039643590121,2,-0.2890711264780241,-0.2918229474830741,1,Pocket,Infrastructure,-0.1262958855640265,-0.08485415689333901,-0.09378930716784324,7.9
Nest Protocol,-0.1839086374242975,Unknown,1,1,-0.2559870639605653,"Governance, Oracle",-0.1380039643590121,1,-0.20226672570284063,-0.22790804678189103,1,Ethereum,Oracle,-0.1263462977073382,-0.0853302426751128,-0.09426446530241019,6.8
Moonbeam,0.06757491260295997,Staking,0,1,-0.2559870639605653,"Governance, Staking",0.050330857589757354,2,0.00027687610592082063,-0.03616334467834182,-1,Polkadot,Layer 1,-0.12279224160386194,-0.08454400972429965,-0.0932105137199757,6.8
Parallel Finance,0.4212236548287908,Staking,0,1,-0.2559870639605653,"Governance, DeFi",0.050330857589757354,1,-0.2890711264780241,-0.2918229474830741,-1,Polkadot,DeFi,-0.12183441088093928,-0.08447684409533572,-0.09306972612454845,5.5
Phala Network,-0.1878380678934734,Staking,0,1,-0.2559870639605653,"Governance, Privacy",-0.04383655338462737,1,-0.2890711264780241,-0.2918229474830741,1,Polkadot,Privacy,-0.12435501804652528,-0.08511491757049312,-0.0938968532476835,6.3
Rally,-0.12103774991748315,Unknown,1,1,-0.2559870639605653,"Governance, Social",-0.04383655338462737,1,-0.11546232492765715,-0.1000782453795249,1,Ethereum,Social,-0.12632109163568234,-0.08508923659471279,-0.09402395316022197,7.5
Illuvium,-0.1878380678934734,Staking,1,1,-0.2559870639605653,"Governance, Gaming",0.2386656795385268,2,0.17388567765628776,0.1555813574252074,1,Ethereum,Gaming,-0.00034114549969423776,0.292737180924187,0.2897356566086601,9.0
Juno,-0.2074852202393529,Staking,1,0,-0.2559870639605653,"Governance, Smart Contract",-0.23217137533339682,2,-0.2890711264780241,-0.2918229474830741,1,Cosmos,Layer 1,-0.10872725361989209,-0.07633795023264688,-0.08399674775257068,7.5
Stride,-0.1956969288318252,Staking,1,1,-0.2559870639605653,"Governance, Liquid Staking",-0.3263387863077815,1,-0.40481032751160206,-0.3876952985348487,-1,Cosmos,DeFi,-0.12599341270415618,-0.08526702796549969,-0.09417451767199833,6.5
UMA,-0.1917674983626493,Unknown,1,1,-0.2559870639605653,"Governance, Oracle",-0.1380039643590121,2,-0.11546232492765715,-0.1000782453795249,0,Ethereum,Oracle,-0.1257161459159417,-0.0767982323370174,-0.08577028037829997,8.5
Uniswap,-0.16426148507841803,Unknown,1,1,-0.2559870639605653,Governance,-0.04383655338462737,2,1.3168102878628702,0.9864750665405873,1,Ethereum,DeFi,-0.11880968228223608,-0.07649203608732885,-0.08493142095554598,9.5
UXD Protocol,-0.17604977648594572,Unknown,1,1,-0.2559870639605653,"Governance, Stablecoin",-0.3263387863077815,1,-0.40481032751160206,-0.41965274888544024,-1,Solana,DeFi,-0.1239013087567198,-0.08515837768335213,-0.0939046747807628,4.5
Perpetual Protocol,-0.17408506125135778,Trading,1,1,-0.2559870639605653,"Governance, Trading",-0.1380039643590121,2,-0.20226672570284063,-0.22790804678189103,1,Ethereum,DeFi,-0.1250355819812335,-0.08079261180069623,-0.08967127000159643,8.0
Cardano,0.03613946884955279,Unknown,0,1,-0.2559870639605653,"Governance, Layer 1",3.2520228307188384,2,2.835887301428581,2.584347584070164,1,Cardano,Layer 1,-0.12632109163568234,-0.0847534084498931,-0.09369153800435209,4.9
Near Protocol,-0.07781401475654826,Unknown,0,1,-0.2559870639605653,"Governance, Layer 1",0.2386656795385268,2,0.17388567765628776,0.1555813574252074,1,Near,Layer 1,-0.12594300056084445,-0.08132796137273232,-0.09027157266543202,8.5
Gala Games,-0.12496718038665904,Gaming,1,1,-0.2559870639605653,"Governance, Gaming",0.6153353234360657,2,0.5789728812738106,0.5390707616323058,1,Ethereum,Gaming,-0.12636933605683165,-0.08520381325588657,-0.09414110799345014,9.5
LooksRare,-0.2074852202393529,NFT,1,0,-0.2559870639605653,"Governance, NFT",-0.1380039643590121,1,0.17388567765628776,0.1555813574252074,-1,Ethereum,NFT,-0.12463228483473973,-0.08396915095875537,-0.09278424016715432,7.7
Basic Attention Token,-0.06995515381819646,Unknown,0,1,-0.2559870639605653,"Utility, Advertising",0.050330857589757354,2,0.4632336802402327,0.5390707616323058,-1,Ethereum,Advertising,-0.12627067949237064,-0.08498651269159148,-0.09391836246365155,8.5
Brave Attention Token,-0.06995515381819646,Unknown,0,1,-0.2559870639605653,"Utility, Advertising",0.050330857589757354,2,0.4632336802402327,0.5390707616323058,-1,Ethereum,Advertising,-0.12627067949237064,-0.08498651269159148,-0.09391836246365155,8.5
Decentraland,-0.11317888897913135,Unknown,0,1,-0.2559870639605653,"Governance, Metaverse",0.2386656795385268,2,0.28962487868986575,0.2834111588275735,-1,Ethereum,Metaverse,-0.12632109163568234,-0.08420027974077833,-0.09314403068880171,8.9
Fetch.ai,-0.1839086374242975,Unknown,0,1,-0.2559870639605653,"Utility, AI",0.14449826856414208,2,-0.20226672570284063,-0.22790804678189103,-1,Ethereum,AI,-0.1261698552057472,-0.0851307212478964,-0.09405328390926931,7.4
Mina Protocol,-0.1340048704657636,Unknown,0,1,-0.2559870639605653,"Governance, Layer 1",0.050330857589757354,2,0.00027687610592082063,-0.03616334467834182,1,Mina,Layer 1,-0.12574135198759756,-0.0841548441682439,-0.09305408305838987,8.0
Handshake,-0.16740502945375874,Domain,1,1,-0.2559870639605653,"Governance, Domain",-0.1380039643590121,1,-0.20226672570284063,-0.22790804678189103,0,Handshake,Domain,-0.12611944306243547,-0.085249248828421,-0.09416669613891904,7.2
MXC,-0.11317888897913135,Unknown,0,1,-0.2559870639605653,"Utility, IoT",-0.04383655338462737,1,-0.20226672570284063,-0.22790804678189103,-1,Ethereum,IoT,-0.1263462977073382,-0.08535197273154231,-0.09428597451837824,6.5
Presearch,-0.18194392218970956,Unknown,0,1,-0.2559870639605653,"Utility, Search",-0.23217137533339682,1,-0.20226672570284063,-0.22790804678189103,-1,Ethereum,Search,-0.1263462977073382,-0.08527492980420133,-0.09420971457085514,7.2
Synthetix,-0.08960230616407595,Unknown,0,1,-0.2559870639605653,"Governance, Synthetics",-0.04383655338462737,2,-0.11546232492765715,-0.1000782453795249,-1,Ethereum,DeFi,-0.12627067949237064,-0.0797298144953257,-0.08871508758265309,9.1
Theta,-0.12889661085583493,Unknown,0,1,-0.2559870639605653,"Utility, Video",0.14449826856414208,2,0.28962487868986575,0.3473260595287566,-1,Theta,Video,-0.12599341270415618,-0.08226037833952579,-0.09119842433532803,8.7
Axie Infinity,-0.17212034601676982,Gaming,1,1,-0.2559870639605653,"Governance, Gaming",0.42700050148729624,2,0.955125284632939,0.9864750665405873,1,Ethereum,Gaming,-0.12599341270415618,-0.05279047090176072,-0.062028016716111585,9.8
WINkLink,-0.1917674983626493,Unknown,0,1,-0.2559870639605653,"Utility, Oracle",0.050330857589757354,1,0.28962487868986575,0.3473260595287566,-1,TRON,Oracle,-0.12637130717163514,-0.08536530708435133,-0.09430111348672984,7.0
PancakeSwap,-0.2074852202393529,Liquidity,1,0,-0.2559870639605653,"Governance, AMM",-0.04383655338462737,2,0.4632336802402327,0.5390707616323058,1,BNB Chain,DeFi,-0.1257161459159417,-0.07663822010330919,-0.08561189433344431,8.7
Brave Search,-0.06995515381819646,Unknown,1,1,-0.2559870639605653,"Utility, Search",0.050330857589757354,2,0.4632336802402327,0.5390707616323058,1,Ethereum,Search,-0.12627067949237064,-0.08498651269159148,-0.09391836246365155,8.5
Dapper Labs,-0.13675547179418673,Unknown,1,1,-0.2559870639605653,"Governance, NFT",0.803670145384835,2,0.3764292794650492,0.3473260595287566,0,Flow,NFT,-0.12611944306243547,-0.07698985192553215,-0.08599123868778993,8.7
Frax Finance,-0.19962635930100112,Unknown,1,1,-0.2559870639605653,"Governance, Stablecoin",-0.23217137533339682,2,-0.20226672570284063,-0.22790804678189103,1,Ethereum,DeFi,-0.12259059303061508,-0.07691083353851576,-0.08563926969922182,8.4
Immutable X,-0.15836733937465416,NFT,1,1,-0.2559870639605653,"Governance, NFT",0.33283309051291154,2,0.3764292794650492,0.3473260595287566,1,Ethereum,NFT,-0.12611944306243547,-0.08348516333827995,-0.09242053887896728,9.0
Acala,0.7748723970546217,Staking,0,1,-0.2559870639605653,"Governance, DeFi",0.2386656795385268,2,-0.057592724410868164,-0.03616334467834182,-1,Polkadot,DeFi,-0.12317033267869984,-0.08498651269159148,-0.09367785032146334,5.8
Astar,-0.12103774991748315,Staking,0,1,-0.2559870639605653,"Governance, Staking",0.14449826856414208,2,-0.11546232492765715,-0.1000782453795249,-1,Polkadot,Layer 1,-0.12606903091912375,-0.08530456169933247,-0.09421753610393444,6.5
Osmosis,-0.2074852202393529,Staking,1,0,-0.2559870639605653,"Governance, Staking",-0.1380039643590121,2,-0.11546232492765715,-0.03616334467834182,1,Cosmos,DeFi,-0.12385089661340808,-0.08314340881443402,-0.09190627307900388,9.2
Gains Network,-0.2074852202393529,Trading,1,0,-0.2559870639605653,"Governance, Trading",-0.3263387863077815,1,-0.2890711264780241,-0.2918229474830741,1,Polygon,DeFi,-0.12624547342071477,-0.08245792430706678,-0.09141351649500855,8.7
Dfinity,0.5587537212499473,Unknown,0,1,-0.2559870639605653,"Governance, Cloud",2.8753531868212994,2,0.3764292794650492,0.3473260595287566,1,Internet Computer,Cloud,1.7640838704105033,0.06279367470647322,0.19900587288888238,4.0
Internet Computer,0.9713439205134167,Unknown,0,1,-0.2559870639605653,"Governance, Cloud",3.2520228307188384,2,0.4632336802402327,0.3473260595287566,1,Internet Computer,Cloud,1.7640838704105033,0.06279367470647322,0.19900587288888238,4.0
Algorand,0.03613946884955279,Unknown,0,1,-0.2559870639605653,"Governance, Layer 1",1.557009433179913,2,0.17388567765628776,0.1555813574252074,-1,Algorand,Layer 1,-0.12032204658158768,-0.08466253730482425,-0.09313620915572243,4.7
Band Protocol,-0.1648508996487944,Unknown,0,1,-0.2559870639605653,"Utility, Oracle",-0.04383655338462737,2,-0.11546232492765715,-0.1000782453795249,-1,Cosmos,Oracle,-0.12581697020256516,-0.08125091844539134,-0.09018553580155983,8.4
Celsius,-0.011013696780557991,Unknown,0,1,-0.2559870639605653,"Utility, Lending",2.3103487209749907,1,0.28962487868986575,0.3473260595287566,-1,Ethereum,DeFi,-0.12599341270415618,-0.0837755559105652,-0.09269820330328213,0.8
Nervos Network,0.18545782667823693,Unknown,0,1,-0.2559870639605653,"Governance, Layer 1",0.050330857589757354,1,-0.20226672570284063,-0.22790804678189103,-1,Nervos,Layer 1,-0.1263462977073382,-0.08535789911056853,-0.0942918406681877,4.5
ENS,-0.2074852202393529,Domain Registration,1,0,-0.2559870639605653,Governance,-0.23217137533339682,1,0.5789728812738106,0.5390707616323058,1,Ethereum,Web3,-0.040922920865628785,-0.0688904672563515,-0.07136497182951543,8.5
Ethereum Name Service,-0.2074852202393529,Domain Registration,1,0,-0.2559870639605653,"Governance, Domain",-0.23217137533339682,1,0.5789728812738106,0.5390707616323058,1,Ethereum,Web3,-0.040922920865628785,-0.0688904672563515,-0.07136497182951543,8.5
Balancer,-0.1956969288318252,Liquidity,1,1,-0.2559870639605653,"Governance, AMM",-0.1380039643590121,2,-0.11546232492765715,-0.1000782453795249,1,Ethereum,DeFi,-0.1096094661278472,-0.07065850366584339,-0.07844345926627395,8.3
Badger DAO,-0.2074852202393529,Unknown,1,0,-0.2559870639605653,"Governance, Yield",-0.23217137533339682,1,-0.20226672570284063,-0.22790804678189103,1,Ethereum,DeFi,-0.12198564731087443,-0.07045305585960075,-0.07920019259169536,7.5
Evmos,-0.2074852202393529,Staking,1,0,-0.2559870639605653,"Governance, Smart Contract",-0.23217137533339682,2,-0.2890711264780241,-0.2918229474830741,-1,Cosmos,Layer 1,-0.12211167766915373,-0.0840145865312898,-0.09263367565537797,7.0
Chiliz,0.05185719072625638,Unknown,0,1,-0.2559870639605653,"Governance, Sports",0.2386656795385268,2,0.17388567765628776,0.1555813574252074,-1,Ethereum,Sports,-0.1263462977073382,-0.0851899850381587,-0.09412563309025276,8.0
Zilliqa,-0.12103774991748315,Unknown,0,1,-0.2559870639605653,"Governance, Layer 1",-0.04383655338462737,1,0.00027687610592082063,-0.03616334467834182,1,Zilliqa,Layer 1,-0.1263462977073382,-0.08532036537673575,-0.09425468838606106,3.2
Rocket Pool,-0.2074852202393529,Node,1,0,-0.2559870639605653,"Governance, Liquid Staking",-0.23217137533339682,2,-0.20226672570284063,-0.22790804678189103,1,Ethereum,DeFi,-0.08808348093374278,-0.07361971771928284,-0.07970468147530964,8.2
Moonriver,-0.2074852202393529,Staking,0,0,-0.2559870639605653,"Governance, Staking",-0.04383655338462737,2,-0.20226672570284063,-0.16399314608070797,1,Kusama,Layer 1,0.012261890328235745,-0.003779316354840813,-0.002789680556830021,8.3
Convex Finance,-0.2074852202393529,Staking,1,0,-0.2559870639605653,"Governance, Yield",-0.3263387863077815,2,-0.20226672570284063,-0.22790804678189103,1,Ethereum,DeFi,-0.11550768689531841,-0.07298164424412544,-0.08120054967672409,8.9
GMX,-0.1992334162540835,Trading,1,1,-0.2559870639605653,"Governance, Trading",-0.23217137533339682,2,-0.11546232492765715,-0.1000782453795249,1,Arbitrum,DeFi,-0.12458187269142801,-0.07309819636497462,-0.08201985526677984,9.2
Chainlink,-0.08174344522572416,Unknown,0,1,-0.2559870639605653,"Utility, Oracle",0.14449826856414208,2,0.8683208838577555,0.794730364437038,-1,Ethereum,Oracle,-0.1260942369907796,-0.07491957018570257,-0.08394004163774582,9.7
